ID,Name,Icon,Scale,DisplayID,ModelFileID,FileName
232,Silvertip Dredwing,inv_giantvampirebatmount_silver,1,97367,3087298,creature/giantvampirebatmount/giantvampirebatmount.m2
233,Dauntless Duskrunner,inv_horse2bastionmount_purple,1,97870,3148999,creature/horse2bastionmount/horse2bastionmount.m2
234,Chewed Reins of the Callow Flayedwing,inv_maldraxxusflyermount_green,1.2,99463,3196565,creature/maldraxxusflyermount/maldraxxusflyermount.m2
235,Marrowfang's Reins,inv_maldraxxusflyermount_red,1.2,98151,3196565,creature/maldraxxusflyermount/maldraxxusflyermount.m2
236,Bonesewn Fleshroc,inv_rocmaldraxxusmountwhite,0.35,98148,3534399,creature/rocmaldraxxusmount/rocmaldraxxusmount.m2
237,Slime-Covered Reins of the Hulking Deathroc,inv_rocmaldraxxusmountpurple,0.35,98149,3534399,creature/rocmaldraxxusmount/rocmaldraxxusmount.m2
238,Predatory Plagueroc,inv_rocmaldraxxusmountgreen,0.35,98150,3534399,creature/rocmaldraxxusmount/rocmaldraxxusmount.m2
239,Reins of the Colossal Slaughterclaw,inv_rocmaldraxxusmountblack,0.4,98147,3534399,creature/rocmaldraxxusmount/rocmaldraxxusmount.m2
240,Rampart Screecher,inv_giantvampirebatmount_white,1,62512,1108873,creature/felstalker/felstalker.m2
241,Sintouched Deathwalker,inv_deathelementalmount_black,1.35,97644,3614329,creature/deathelementalmount/deathelementalmount.m2
242,Chittering Animite,inv_devourersmallmount_dark,1.2,94355,3136476,creature/devourersmallmount/devourersmallmount.m2
243,Highwind Darkmane,inv_wingedlion2mount_dark,1.2,93769,3045242,creature/wingedlion2mount/wingedlion2mount.m2
244,Gilded Prowler,inv_wingedlion2mount,1.75,93771,3045242,creature/wingedlion2mount/wingedlion2mount.m2
245,Ascended Skymane,inv_horse2bastionmount_blue,1,94293,3149001,creature/horse2bastion/horse2bastion.m2
246,Amber Ardenmoth,inv_mothardenwealdmount_red,2.5,95208,3240707,creature/mothardenwealdmount/mothardenwealdmount.m2
247,Vibrant Flutterwing,inv_mothardenwealdmount_mint,2.5,95207,3240707,creature/mothardenwealdmount/mothardenwealdmount.m2
248,Sinful Gladiator's Soul Eater,inv_shadebeastmount,1.1,97306,3593393,creature/shadebeastmount/shadebeastmount.m2
249,Bulbous Necroray,inv_manaraymount_orange,1,99439,1570693,creature/manaraymount/manaraymount.m2
250,Infested Necroray,inv_manaraymount_black,1,99441,1570693,creature/manaraymount/manaraymount.m2
251,Pestilent Necroray,inv_manaraymount_blackfel,1,99440,1570693,creature/manaraymount/manaraymount.m2
252,Harvester's Dredwing Saddle,inv_giantvampirebatmount_purple,1.2,97366,3087298,creature/giantvampirebatmount/giantvampirebatmount.m2
253,Illidari Doomhawk,ability_hunter_pet_dragonhawk,1.6,28417,234547,creature/dragonhawk/dragonhawkmount.m2
254,Sinfall Gravewing,inv_gargoylebrute2mount_gray,1,100110,3852506,creature/gargoylebrute2mount/gargoylebrute2mount.m2
255,Pale Gravewing,inv_gargoylebrute2mount_pale,1,100111,3852506,creature/gargoylebrute2mount/gargoylebrute2mount.m2
256,Obsidian Gravewing,inv_gargoylebrute2mount_dark,1,100109,3852506,creature/gargoylebrute2mount/gargoylebrute2mount.m2
257,Mastercraft Gravewing,inv_gargoylebrute2mount_brown,1,100108,3852506,creature/gargoylebrute2mount/gargoylebrute2mount.m2
258,Battle-Hardened Aquilon,inv_automatonfliermount_copper,1,99105,3760431,creature/automatonfliermount/automatonfliermount.m2
259,Elysian Aquilon,inv_automatonfliermount,1,99107,3760431,creature/automatonfliermount/automatonfliermount.m2
260,Forsworn Aquilon,inv_automatonfliermount_dark,1,99106,3760431,creature/automatonfliermount/automatonfliermount.m2
261,Ascendant's Aquilon,inv_automatonfliermount_silver,1,99108,3760431,creature/automatonfliermount/automatonfliermount.m2
262,Maldraxxian Corpsefly Harness,inv_flymaldraxxusmount_green,3.5,100240,3895256,creature/flymaldraxxus/flymaldraxxus.m2
263,Regal Corpsefly Harness,inv_flymaldraxxusmount_purple,3.5,100241,3895256,creature/flymaldraxxus/flymaldraxxus.m2
264,Lord of the Corpseflies,inv_flymaldraxxusmount_black,3.5,100238,3895256,creature/flymaldraxxus/flymaldraxxus.m2
265,Battlefield Swarmer Harness,inv_flymaldraxxusmount_copper,3.5,100239,3895256,creature/flymaldraxxus/flymaldraxxus.m2
266,Summer Wilderling Harness,inv_wolfserpentmountgreen,1,101002,3808460,creature/wolfserpentmount/wolfserpentmount.m2
267,Ardenweald Wilderling Harness,inv_wolfserpentmountpurple,1,100105,3808460,creature/wolfserpentmount/wolfserpentmount.m2
268,Autumnal Wilderling Harness,inv_wolfserpentmountyellow,1,100102,3808460,creature/wolfserpentmount/wolfserpentmount.m2
269,Winter Wilderling Harness,inv_wolfserpentmountwhite,1,100103,3808460,creature/wolfserpentmount/wolfserpentmount.m2
270,Tazavesh Gearglider,inv_brokermount_brass,1.2,100050,3801862,creature/brokermount/brokermount.m2
271,Cartel Master's Gearglider,inv_brokermount_dark,1.2,100051,3801862,creature/brokermount/brokermount.m2
272,Vengeance's Reins,inv_dragonhawkmountshadowlands,1.6,100912,4033723,creature/dragonhawkmountshadowlands/dragonhawkmountshadowlands.m2
273,Reins of the Wanderer,inv_horse2ardenwealdmount_doe,1,94296,3148995,creature/horse2ardenweald/horse2ardenweald.m2
274,Soaring Razorwing,inv_mawexpansionfliermountyellow,1,100251,3893517,creature/mawexpansionfliermount/mawexpansionfliermount.m2
275,Fierce Razorwing,inv_mawexpansionfliermountgreen,1,100255,3893517,creature/mawexpansionfliermount/mawexpansionfliermount.m2
276,Dusklight Razorwing,inv_mawexpansionfliermountpurple,1,100254,3893517,creature/mawexpansionfliermount/mawexpansionfliermount.m2
277,Garnet Razorwing,inv_mawexpansionfliermountred,1,100253,3893517,creature/mawexpansionfliermount/mawexpansionfliermount.m2
278,Soultwisted Deathwalker,inv_deathelementalmount_green,1.35,101802,3614329,creature/deathelementalmount/deathelementalmount.m2
279,Favor of the Val'sharah Hippogryph,inv_hippogryph2valsharah,1,63629,1121183,creature/hippogryph2/hippogryph2mount.m2
280,Vespoid Flutterer,inv_progenitorwasp_mount_blue,3,98887,3740322,creature/progenitorwaspmount/progenitorwaspmount.m2
281,Bronzewing Vespoid,inv_progenitorwasp_mount_bronze,3,98888,3740322,creature/progenitorwaspmount/progenitorwaspmount.m2
282,Forged Spiteflyer,inv_progenitorwasp_mount_red,3,98890,3740322,creature/progenitorwaspmount/progenitorwaspmount.m2
283,Buzz,inv_progenitorwasp_mount_silver,3,98889,3740322,creature/progenitorwaspmount/progenitorwaspmount.m2
284,Desertwing Hunter,inv_progenitorhawk_mount_blue,1.2,98876,3669331,creature/progenitorhawkmount/progenitorhawkmount.m2
285,Mawdapted Raptora,inv_progenitorhawk_mount_dark,1.2,98877,3669331,creature/progenitorhawkmount/progenitorhawkmount.m2
286,Raptora Swooper,inv_progenitorhawk_mount_red,1.2,98878,3669331,creature/progenitorhawkmount/progenitorhawkmount.m2
287,Cryptic Aurelid,ability_mount_progenitorjellyfish_red,0.5,98894,3747331,creature/progenitorjellyfishmount/progenitorjellyfishmount.m2
288,Shimmering Aurelid,ability_mount_progenitorjellyfish_darkred,0.5,98893,3747331,creature/progenitorjellyfishmount/progenitorjellyfishmount.m2
289,Deepstar Polyp,ability_mount_progenitorjellyfish_blue,0.5,98891,3747331,creature/progenitorjellyfishmount/progenitorjellyfishmount.m2
290,Wastewarped Deathwalker,inv_deathelementalmount_red,1.35,104906,3614329,creature/deathelementalmount/deathelementalmount.m2
291,Mage-Bound Spelltome,4062012,1.35,102040,4061989,creature/bookmount/bookmount.m2
292,Cosmic Gladiator's Soul Eater,inv_shadebeastmount_red,1.1,97310,3593393,creature/shadebeastmount/shadebeastmount.m2
293,Quawks,inv_parrotmount_purple,1,5561,2168127,creature/waterelemental2/waterelemental2.m2
294,Ash'adar, Harbinger of Dawn,ability_nightsaber2mountsunmoon,1.35,104779,4218965,creature/nightsaber2mountsunmoon/nightsaber2mountsunmoon.m2
295,Coral-Stalker Waveray,inv_sharkraymount_4,1,105400,2620670,creature/sharkraymount/sharkraymount.m2
296,Heartbond Lupine,inv_progenitorwolf,1,104801,3931416,creature/progenitorwolf/progenitorwolf.m2
297,Nether-Gorged Greatwyrm,4323958,0.6,105404,4323764,creature/nethergorgedgreatwyrm/nethergorgedgreatwyrm.m2
298,Armored Golden Pterrordax,inv_pterrordax2mount_gold,0.35,105477,1624348,creature/pterrordax2mount/pterrordax2mount.m2
299,Fractal Cypher of the Zereth Overseer,inv_progenitorbotminemount,1,105484,4323014,creature/progenitorbotmount/progenitorbotmount.m2
300,Fractal Cypher of the Carcinized Zerethsteed,inv_progenitorbotminemount,1,102135,4216846,creature/progenitorbotminemount/progenitorbotminemount.m2
301,Reins of the Amalgam of Rage,inv_cerberusmount,0.95,105767,4395408,creature/amalgamofrage/amalgamofrage.m2
302,Eternal Gladiator's Soul Eater,inv_shadebeastmount_orange,1,97309,3593393,creature/shadebeastmount/shadebeastmount.m2
303,Restoration Deathwalker,inv_deathelementalmount_purple,1.35,107160,3614329,creature/deathelementalmount/deathelementalmount.m2
304,Tamed Skitterfly,inv_primaldragonflymount_black,1.5,100696,3995377,creature/primaldragonflymount/primaldragonflymount.m2
305,Azure Skitterfly,inv_primaldragonflymount_blue,1.5,100695,3995377,creature/primaldragonflymount/primaldragonflymount.m2
306,Verdant Skitterfly,inv_primaldragonflymount_green,1.5,100694,3995377,creature/primaldragonflymount/primaldragonflymount.m2
307,Bestowed Sandskimmer,inv_primaldragonflymount_yellow,1.5,100697,3995377,creature/primaldragonflymount/primaldragonflymount.m2
308,Otterworldly Ottuk Carrier,inv_riverotterlargemount02_white,1.6,102081,4093645,creature/riverotterlargemount02/riverotterlargemount02.m2
309,Bestowed Ohuna Spotter,inv_eagle2windmount_sepia,1,108744,4093740,creature/eagle2windmount/eagle2windmount.m2
310,Duskwing Ohuna,inv_eagle2windmount_dark,1,108751,4093740,creature/eagle2windmount/eagle2windmount.m2
311,Zenet Hatchling,inv_eagle2windmount_red,1,108752,4093740,creature/eagle2windmount/eagle2windmount.m2
312,Reins of the Liberated Slyvern,inv_foxwyvernmountblack,1,102148,4218442,creature/foxwyvernmount/foxwyvernmount.m2
313,Temperamental Skyclaw,inv_foxwyvernmountred,1,102149,4218442,creature/foxwyvernmount/foxwyvernmount.m2
314,Crimson Gladiator's Drake,inv_drake2mountgladiator,1,107712,4571488,creature/drake2mountgladiator/drake2mountgladiator.m2
315,Gleaming Moonbeast's Reins,inv_magicalowlbearmount,1,111517,4693904,creature/magicalowlbearmount/magicalowlbearmount.m2
316,Rocket Shredder 9001,inv_goblinshredderrocketmount,1.5,111431,4696155,creature/rocketshredder9001/rocketshredder9001.m2
317,Igneous Shalewing,inv_sporebatrock_red,1,112242,4914613,creature/sporebatrockmount/sporebatrockmount.m2
318,Cobalt Shalewing,inv_sporebatrock_blue,1,112243,4914613,creature/sporebatrockmount/sporebatrockmount.m2
319,Flaming Shalewing Subject 01,inv_sporebatrock_orange,1,68476,1255609,creature/raven2/raven2.m2
320,Shadowflame Shalewing,inv_sporebatrock_deepred,1,112245,4914613,creature/sporebatrockmount/sporebatrockmount.m2
321,Morsel Sniffer Reins,inv_sporebatrock_stoneblack,1,112249,4914613,creature/sporebatrockmount/sporebatrockmount.m2
322,Boulder Hauler Reins,inv_sporebatrock_stonered,1,112247,4914613,creature/sporebatrockmount/sporebatrockmount.m2
323,Obsidian Gladiator's Slitherdrake,inv_serpentmountgladiator,0.9,112230,4995347,creature/serpentmountgladiator/serpentmountgladiator.m2
324,Lingering Echo of Tarecgosa,stave_2h_tarecgosa_e_01stagefinal,1,112094,520915,creature/scaleddrakemount/scaleddrakemount.m2
325,Way of the Wonderous Wavewhisker,5059959,1,110848,4870441,creature/magicalfishmount/magicalfishmount.m2
326,Reins of the Scarlet Pterrordax,inv_pterrordax2mount_red,0.35,113038,1624348,creature/pterrordax2mount/pterrordax2mount.m2
327,Harbor Gryphon,inv_misc_elitegryphon,0.9,113039,773106,creature/elitegryphon/elitegryphonarmored.m2
328,Reins of the Ravenous Black Gryphon,inv_misc_elitegryphon,1,85524,773102,creature/elitegryphon/elitegryphon.m2
329,Gold-Toed Albatross,inv_vulturemount_alabatrosswhite,1.5,84357,1926505,creature/vulturemount/vulturemount.m2
330,Felstorm Dragon,inv_stormdragonmount2_fel,1,91689,1313657,creature/stormdragon/stormdragonmount.m2
331,Reins of the Scourgebound Vanquisher,ability_mount_redfrostwyrm_01,1,31155,346110,creature/ridingundeaddrake/armoredridingundeaddrake.m2
332,Royal Swarmer's Reins,inv_aqirflyingmount_yellow,3.5,113276,2914861,creature/aqirflyingmount/aqirflyingmount.m2
333,Alabaster Thunderwing,inv_encrypted22,1,39528,126483,creature/wisp/wisp.m2
334,Alabaster Stormtalon,inv_encrypted21,1,92345,2957406,creature/encrypted21/encrypted21.m2
335,Azure Worldchiller,5260432,1,113876,2712551,creature/encrypted13/encrypted13.m2
336,Eve's Ghastly Rider,inv_broommount2_red,1,113768,5228965,creature/broommount2/broommount2.m2
337,Smoldering Rune of Binding,5332199,1.35,114309,5199457,creature/ragnarosmount/ragnarosmount.m2
338,Mimiron's Jumpjets,inv_hunterkillershipblue,1,113665,2565090,creature/hunterkillership/hunterkillership.m2
339,Verdant Gladiator's Slitherdrake,inv_serpentmountgladiator_green,0.9,114488,4995347,creature/serpentmountgladiator/serpentmountgladiator.m2
340,Imagiwing,inv_sporebatrock_orange,1,115421,4914613,creature/sporebatrockmount/sporebatrockmount.m2
341,Heartseeker Mana Ray,inv_manaraymount_magenta,1,113112,1570693,creature/manaraymount/manaraymount.m2
342,Copper Resonating Crystal,inv_jewelcrafting_pyrestone_01,1,114739,5370988,creature/scarabmount/scarabmount.m2
343,Gold Resonating Crystal,inv_misc_lightcrystals,1,114740,5370988,creature/scarabmount/scarabmount.m2
344,Reins of the Fur-endship Fox,inv_lovefoxmount_pink,1,116385,5479346,creature/lovefoxmount/lovefoxmount.m2
345,Reins of the Twilight Sky Prowler,inv_lovefoxmount_purple,1,116387,5479346,creature/lovefoxmount/lovefoxmount.m2
346,Compass Rose,inv_hearthstonemount,1.2,116561,5519020,creature/hearthstonemount/hearthstonemount.m2
347,Noble Flying Carpet,inv_flyingcarpet3,1,116540,5490376,creature/flyingcarpet3/flyingcarpet3.m2
348,Reins of the Majestic Azure Peafowl,inv_peacockmount_blue,1.2,116553,5500629,creature/peacockmount/peacockmount.m2
349,Voyaging Wilderling's Harness,inv_wolfserpentmount2,1,117829,5607607,creature/wolfserpentmount2/wolfserpentmount2.m2
350,Zovaal's Shadebeast Collar,inv_shadebeastmount_gray,1,67022,1245247,creature/basilisk2/basilisk2.m2
351,Placeholder Delve Exclusive Mount,ability_mount_gyrocoptorelite,1.5,84357,1926505,creature/vulturemount/vulturemount.m2
